university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Auburn University,2019,801-1000,,https://www.topuniversities.com/universities/auburn-university,United States,Auburn,North America,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg,Public,Very High,18.0,2.283,L,1.507
Australian Catholic University,2019,801-1000,,https://www.topuniversities.com/universities/australian-catholic-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,Public,Very High,21.0,4.788,L,1.109
Babes-Bolyai University,2019,801-1000,,https://www.topuniversities.com/universities/babes-bolyai-university,Romania,Cluj-Napoca,Europe,https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg,Public,High,23.0,"1,568",XL,"1,613"
Baku State University,2019,801-1000,,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,Public,High,11.0,364,L,"2,106"
Banaras Hindu University,2019,801-1000,,https://www.topuniversities.com/universities/banaras-hindu-university,India,Varanasi,Asia,https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg,Public,High,18.0,436,XL,"5,525"
Bangladesh University of Engineering and Technology,2019,801-1000,,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/bangladesh-university-of-engineering-and-technology_592560cf2aeae70239af4dd7_small.jpg,Public,Very High,13.0,11,M,486
Baylor University,2019,801-1000,,https://www.topuniversities.com/universities/baylor-university,United States,Waco,North America,https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg,Private,Very High,13.0,777,L,"1,294"
Belarusian National Technical University (BNTU),2019,801-1000,,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-national-technical-university-bntu_592560cf2aeae70239af5828_small.jpg,Public,Medium,8.0,1.727,L,2.111
Benemérita Universidad Autónoma de Puebla,2019,801-1000,,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,Public,Medium,32.0,283,XL,"2,414"
Binghamton University SUNY,2019,801-1000,,https://www.topuniversities.com/universities/binghamton-university-suny,United States,Binghamton,North America,https://www.topuniversities.com/sites/default/files/binghamton-university-suny_592560cf2aeae70239af51d4_small.jpg,Public,Very High,20.0,1.833,L,849
"Birla Institute of Technology and Science, Pilani",2019,801-1000,,https://www.topuniversities.com/universities/birla-institute-technology-science-pilani,India,Pilani,Asia,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,Private,Very High,18.0,289,L,776
Birzeit university,2019,801-1000,,https://www.topuniversities.com/universities/birzeit-university,"Palestinian Territory, Occupied",Birzeit,Asia,https://www.topuniversities.com/sites/default/files/birzeit-university_592560cf2aeae70239af546c_small.jpg,Private,Medium,20.0,530,M,572
Brigham Young University,2019,801-1000,,https://www.topuniversities.com/universities/brigham-young-university,United States,Provo,North America,https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg,Private,Very High,21.0,"1,163",XL,"1,512"
Budapest University of Technology and Economics,2019,801-1000,,https://www.topuniversities.com/universities/budapest-university-technology-economics,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,Public,Very High,14.0,1.988,L,1.320
Central South University,2019,801-1000,,https://www.topuniversities.com/universities/central-south-university,China (Mainland),,Asia,https://www.topuniversities.com/sites/default/files/central-south-university_871_small.jpg,Public,Very High,20.0,1.682,XL,2.783
Charles Sturt University ,2019,801-1000,,https://www.topuniversities.com/universities/charles-sturt-university,Australia,Thurgoona,Oceania,https://www.topuniversities.com/sites/default/files/charles-sturt-university-_592560cf2aeae70239af4dcc_small.jpg,Public,Very High,12.0,4.862,M,971
Chongqing University,2019,801-1000,,https://www.topuniversities.com/universities/chongqing-university,China (Mainland),Chongqing,Asia,https://www.topuniversities.com/sites/default/files/chongqing-university_873_small.jpg,Public,Very High,14.0,880,XL,2.791
Corvinus University of Budapest,2019,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg,Private,High,24.0,1.332,L,533
Cracow University of Technology (Politechnika Krakowska),2019,801-1000,,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,Public,Very High,12.0,284,L,1.071
De La Salle University,2019,801-1000,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15.0,356,L,788
Diponegoro University,2019,801-1000,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14.0,741,XL,"2,852"
Doshisha University,2019,801-1000,,https://www.topuniversities.com/universities/doshisha-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,Private,High,20.0,"1,213",L,"1,441"
Edinburgh Napier University,2019,801-1000,,https://www.topuniversities.com/universities/edinburgh-napier-university,United Kingdom,Edinburgh,Europe,https://www.topuniversities.com/sites/default/files/edinburgh-napier-university_592560cf2aeae70239af55f5_small.jpg,Public,High,21.0,3.992,L,613
Escuela Superior Politécnica del Litoral (ESPOL),2019,801-1000,,https://www.topuniversities.com/universities/escuela-superior-politecnica-del-litoral-espol,Ecuador,Guayaquil,Latin America,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg,Public,Very High,14.0,112,M,828
Feng Chia University,2019,801-1000,,https://www.topuniversities.com/universities/feng-chia-university,Taiwan,Taichung City,Asia,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,Private,Very High,22.0,"1,425",L,855
Florida International University,2019,801-1000,,https://www.topuniversities.com/universities/florida-international-university,United States,Miami,North America,https://www.topuniversities.com/sites/default/files/florida-international-university_592560cf2aeae70239af4b55_small.jpg,Public,High,16.0,3.575,XL,2.221
Fordham University ,2019,801-1000,,https://www.topuniversities.com/universities/fordham-university,United States,New York City,North America,https://www.topuniversities.com/sites/default/files/fordham-university_814_small.jpg,Private,High,13.0,1.982,L,1.123
Fu Jen Catholic University,2019,801-1000,,https://www.topuniversities.com/universities/fu-jen-catholic-university,Taiwan,New Taipei City,Asia,https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg,Private,Medium,24.0,"2,059",L,791
Gazi Üniversitesi,2019,801-1000,,https://www.topuniversities.com/universities/gazi-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,Public,High,20.0,"1,067",XL,"2,097"
George Mason University,2019,801-1000,,https://www.topuniversities.com/universities/george-mason-university,United States,Fairfax,North America,https://www.topuniversities.com/sites/default/files/george-mason-university_592560cf2aeae70239af518c_small.jpg,Public,Very High,15.0,2.737,L,2.011
Hacettepe University ,2019,801-1000,,https://www.topuniversities.com/universities/hacettepe-university,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,Public,High,16.0,1.258,XL,2.912
Istanbul University,2019,801-1000,,https://www.topuniversities.com/universities/istanbul-university,Turkey,Istanbul,Asia,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,Public,High,27.0,7.072,XL,2.429
Kasetsart University,2019,801-1000,,https://www.topuniversities.com/universities/kasetsart-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/kasetsart-university_312_small.jpg,Public,High,19.0,671,XL,3.489
Kazakh Ablai Khan University of International Relations and World Languages,2019,801-1000,,https://www.topuniversities.com/universities/kazakh-ablai-khan-university-international-relations-world-languages,Kazakhstan,Almaty,Asia,https://www.topuniversities.com/sites/default/files/kazakh-ablai-khan-university-of-international-relations-and-world-languages_592560cf2aeae70239af564a_small.jpg,Public,Low,10.0,264,M,601
Khon Kaen University,2019,801-1000,,https://www.topuniversities.com/universities/khon-kaen-university,Thailand,Khon Kaen,Asia,https://www.topuniversities.com/sites/default/files/khon-kaen-university_592560cf2aeae70239af4bc1_small.jpg,Public,High,17.0,1.185,XL,1.862
King Faisal University,2019,801-1000,,https://www.topuniversities.com/universities/king-faisal-university,Saudi Arabia,Hofuf,Asia,https://www.topuniversities.com/sites/default/files/king-faisal-university_592560cf2aeae70239af4f18_small.jpg,Public,High,17.0,681,XL,2.100
King Mongkut's University of Technology Thonburi ,2019,801-1000,,https://www.topuniversities.com/universities/king-mongkuts-university-technology-thonburi,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/king-mongkuts-university-of-technology-thonburi-_592560cf2aeae70239af4f2a_small.jpg,Public,High,14.0,322,L,986
Kuwait University,2019,801-1000,,https://www.topuniversities.com/universities/kuwait-university,Kuwait,Kuwait City,Asia,https://www.topuniversities.com/sites/default/files/kuwait-university_592560cf2aeae70239af5465_small.jpg,Public,Medium,22.0,"5,235",XL,"1,693"
Kyoto Institute of Technology,2019,801-1000,,https://www.topuniversities.com/universities/kyoto-institute-technology,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/kyoto-institute-of-technology_592560cf2aeae70239af5222_small.jpg,Public,Very High,13.0,361,S,310
Kyushu Institute of Technology ,2019,801-1000,,https://www.topuniversities.com/universities/kyushu-institute-technology,Japan,Kitakyushu,Asia,https://www.topuniversities.com/sites/default/files/kyushu-institute-of-technology-_592560cf2aeae70239af4e7d_small.jpg,Public,Very High,15.0,290,M,378
Lodz University of Technology,2019,801-1000,,https://www.topuniversities.com/universities/lodz-university-technology,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/lodz-university-of-technology_592560e59988f300e2321bdd_small.jpg,Public,Very High,10.0,473,L,1.207
Loyola University Chicago,2019,801-1000,,https://www.topuniversities.com/universities/loyola-university-chicago,United States,Chicago,North America,https://www.topuniversities.com/sites/default/files/loyola-university-chicago_370_small.jpg,Private,High,12.0,726,L,1.297
Manchester Metropolitan University (MMU),2019,801-1000,,https://www.topuniversities.com/universities/manchester-metropolitan-university-mmu,United Kingdom,Manchester ,Europe,https://www.topuniversities.com/sites/default/files/manchester-metropolitan-university_1628_small.jpg,Public,Very High,15.0,5.512,L,1.954
Marquette University,2019,801-1000,,https://www.topuniversities.com/universities/marquette-university,United States,Milwaukee,North America,https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg,Private,Very High,12.0,367,M,913
Meiji University,2019,801-1000,,https://www.topuniversities.com/universities/meiji-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg,Private,High,19.0,"1,592",XL,"1,693"
Miami University,2019,801-1000,,https://www.topuniversities.com/universities/miami-university,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg,Public,High,17.0,"2,260",L,"1,062"
Multimedia University (MMU),2019,801-1000,,https://www.topuniversities.com/universities/multimedia-university-mmu,Malaysia,Cyberjaya,Asia,https://www.topuniversities.com/sites/default/files/multimedia-university-mmu_1132_small.jpg,Private,Very High,14.0,943,M,636
Mustansiriyah University,2019,801-1000,,https://www.topuniversities.com/universities/mustansiriyah-university,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg,Public,Medium,8.0,"1,505",XL,"4,704"
National Chung Cheng University,2019,801-1000,,https://www.topuniversities.com/universities/national-chung-cheng-university,Taiwan,Minxiong Township,Asia,https://www.topuniversities.com/sites/default/files/national-chung-cheng-university_592560cf2aeae70239af4f28_small.jpg,Public,Very High,12.0,650,M,710
Nicolaus Copernicus University ,2019,801-1000,,https://www.topuniversities.com/universities/nicolaus-copernicus-university,Poland,Toruń,Europe,https://www.topuniversities.com/sites/default/files/nicolaus-copernicus-university-_592560cf2aeae70239af503a_small.jpg,Public,High,10.0,689,L,2.106
North-West University,2019,801-1000,,https://www.topuniversities.com/universities/north-west-university,South Africa,Potchefstroom,Africa,https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg,Public,Very High,20.0,"1,016",XL,"1,659"
Nottingham Trent University,2019,801-1000,,https://www.topuniversities.com/universities/nottingham-trent-university,United Kingdom,Nottingham,Europe,https://www.topuniversities.com/sites/default/files/nottingham-trent-university_592560cf2aeae70239af50e6_small.jpg,Public,High,17.0,7.070,XL,
Novosibirsk State Technical University,2019,801-1000,,https://www.topuniversities.com/universities/novosibirsk-state-technical-university,Russia,Novosibirsk,Europe,https://www.topuniversities.com/sites/default/files/novosibirsk-state-technical-university_592560cf2aeae70239af5966_small.jpg,Public,Very High,10.0,2.285,M,1.143
Ochanomizu University,2019,801-1000,,https://www.topuniversities.com/universities/ochanomizu-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/ochanomizu-university_592560cf2aeae70239af4c52_small.jpg,Public,High,9.0,162,S,312
Ohio University,2019,801-1000,,https://www.topuniversities.com/universities/ohio-university,United States,Athens,North America,https://www.topuniversities.com/sites/default/files/ohio-university_1822_small.jpg,Public,High,20.0,977,L,"1,169"
Plekhanov Russian University of Economics,2019,801-1000,,https://www.topuniversities.com/universities/plekhanov-russian-university-economics,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/plekhanov-russian-university-of-economics_2154_small.jpg,Public,Very High,9.0,1.743,L,1.585
Pontificia Universidad Católica del Ecuador (PUCE),2019,801-1000,,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-ecuador-puce,Ecuador,Quito,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_small.jpg,Private,Medium,16.0,204,L,"1,465"
Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS),2019,801-1000,,https://www.topuniversities.com/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Brazil,Porto Alegre,Latin America,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,Private,High,23.0,147,L,725
Poznań University of Technology,2019,801-1000,,https://www.topuniversities.com/universities/poznan-university-technology,Poland,,Europe,https://www.topuniversities.com/sites/default/files/uniwersytet-ekonomiczny-w-poznaniu_592560e59988f300e2321bdb_small.jpg,Public,Very High,10.0,410,L,1.269
Prince of Songkla University,2019,801-1000,,https://www.topuniversities.com/universities/prince-songkla-university,Thailand,Hat Yai,Asia,https://www.topuniversities.com/sites/default/files/prince-of-songkla-university_507_small.jpg,Public,High,13.0,685,XL,2.553
Rhodes University ,2019,801-1000,,https://www.topuniversities.com/universities/rhodes-university,South Africa,Grahamstown,Africa,https://www.topuniversities.com/sites/default/files/rhodes-university-_592560cf2aeae70239af4f44_small.jpg,Public,Very High,13.0,1.104,M,504
Riga Stradins University,2019,801-1000,,https://www.topuniversities.com/universities/riga-stradins-university,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/rga-stradi-university_592560cf2aeae70239af5559_small.jpg,Public,High,13.0,2.273,M,578
Ritsumeikan University,2019,801-1000,,https://www.topuniversities.com/universities/ritsumeikan-university,Japan,Kyoto,Asia,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg,Private,High,17.0,2.697,XL,2.095
Ryerson University,2019,801-1000,,https://www.topuniversities.com/universities/ryerson-university,Canada,Toronto,North America,https://www.topuniversities.com/sites/default/files/ryerson-university_592560cf2aeae70239af5166_small.jpg,Public,Very High,38.0,1.365,XL,877
Saitama University,2019,801-1000,,https://www.topuniversities.com/universities/saitama-university,Japan,Saitama City,Asia,https://www.topuniversities.com/sites/default/files/saitama-university_592560cf2aeae70239af4ca2_small.jpg,Public,Very High,14.0,510,M,620
San Diego State University,2019,801-1000,,https://www.topuniversities.com/universities/san-diego-state-university,United States,San Diego ,North America,https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg,Public,Very High,25.0,"2,092",XL,"1,262"
Savitribai Phule Pune University,2019,801-1000,,https://www.topuniversities.com/universities/savitribai-phule-pune-university,India,Pune,Asia,https://www.topuniversities.com/sites/default/files/university-of-pune_592560cf2aeae70239af4c80_small.jpg,Public,Very High,6.0,135,S,686
Seoul National University of Science and Technology,2019,801-1000,,https://www.topuniversities.com/universities/seoul-national-university-science-technology,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,Public,Very High,17.0,722,M,652
Institut Teknologi Sepuluh Nopember (ITS Surabaya),2019,801-1000,,https://www.topuniversities.com/universities/institut-teknologi-sepuluh-nopember-its-surabaya,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg,Public,Very High,13.0,719,L,1.331
Shahid Beheshti University (SBU),2019,801-1000,,https://www.topuniversities.com/universities/shahid-beheshti-university-sbu,"Iran, Islamic Republic of",Tehran,Asia,https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg,Public,Very High,22.0,268,L,861
Shinshu University ,2019,801-1000,,https://www.topuniversities.com/universities/shinshu-university,Japan,Matsumoto City,Asia,https://www.topuniversities.com/sites/default/files/shinshu-university-_592560cf2aeae70239af4e84_small.jpg,Public,Very High,10.0,387,M,1.055
Shiraz University,2019,801-1000,,https://www.topuniversities.com/universities/shiraz-university,"Iran, Islamic Republic of",Shiraz,Asia,https://www.topuniversities.com/sites/default/files/shiraz-university_592560cf2aeae70239af4e60_small.jpg,Public,Very High,19.0,128,L,695
"Siberian Federal University, SibFU",2019,801-1000,,https://www.topuniversities.com/universities/siberian-federal-university-sibfu,Russia,Krasnoyarsk,Europe,https://www.topuniversities.com/sites/default/files/siberian-federal-university-sibfu_592560df9988f300e2320a65_small.jpg,Public,Very High,9.0,"1,193",M,"1,081"
"Sofia University ""St. Kliment Ohridski""",2019,801-1000,,https://www.topuniversities.com/universities/sofia-university-st-kliment-ohridski,Bulgaria,Sofia,Europe,https://www.topuniversities.com/sites/default/files/sofia-university-st.-kliment-ohridski_592560cf2aeae70239af5654_small.jpg,Public,High,7.0,1.564,L,2.606
South Ural State University (National Research University),2019,801-1000,,https://www.topuniversities.com/universities/south-ural-state-university-national-research-university,Russia,Chelyabinsk,Europe,https://www.topuniversities.com/sites/default/files/south-ural-state-university-national-research-university_592560cf2aeae70239af58d1_small.jpg,Public,High,10.0,1.587,L,1.423
Southern Cross University ,2019,801-1000,,https://www.topuniversities.com/universities/southern-cross-university,Australia,Lismore,Oceania,https://www.topuniversities.com/sites/default/files/southern-cross-university-_592560cf2aeae70239af4dcf_small.jpg,Public,Very High,22.0,3.034,M,446
Tallinn University ,2019,801-1000,,https://www.topuniversities.com/universities/tallinn-university,Estonia,Tallinn,Europe,https://www.topuniversities.com/sites/default/files/tallinn-university-_592560cf2aeae70239af567b_small.jpg,Public,Very High,20.0,824,M,314
Technical University of Kosice,2019,801-1000,,https://www.topuniversities.com/universities/technical-university-kosice,Slovakia,Košice,Europe,https://www.topuniversities.com/sites/default/files/technical-university-of-kosice_592560cf2aeae70239af5a56_small.jpg,Public,Very High,11.0,1.844,M,812
Tecnológico de Costa Rica -TEC,2019,801-1000,,https://www.topuniversities.com/universities/tecnologico-de-costa-rica-tec,Costa Rica,Cartago,Latin America,https://www.topuniversities.com/sites/default/files/tecnolgico-de-costa-rica-tec_592560cf2aeae70239af562c_small.jpg,Public,Medium,12.0,134,M,785
Thapar Institute of Engineering & Technology,2019,801-1000,,https://www.topuniversities.com/universities/thapar-institute-engineering-technology,India,Patiala,Asia,https://www.topuniversities.com/sites/default/files/thapar-institute-of-engineering-and-technology-deemed-to-be-university_592560e59988f300e2321c69_small.jpg,Public,Very High,17.0,134,M,509
Robert Gordon University,2019,801-1000,,https://www.topuniversities.com/universities/robert-gordon-university,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/robert-gordon-university_529_small.jpg,Public,High,19.0,2.387,M,518
Tokai University,2019,801-1000,,https://www.topuniversities.com/universities/tokai-university,Japan,Hiratsuka City,Asia,https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,Private,High,14.0,991,L,"2,079"
Universidad Austral de Chile,2019,801-1000,,https://www.topuniversities.com/universities/universidad-austral-de-chile,Chile,Valdivia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_small.jpg,Private,High,24.0,312,L,733
Universidad Autónoma de Nuevo León,2019,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,Mexico,San Nicolás de los Garza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,Public,High,27.0,478,XL,"4,552"
Universidad Autónoma del Estado de México (UAEMex),2019,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,Mexico,Toluca de Lerdo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_small.jpg,Public,Medium,18.0,217,XL,3.839
Universidad Católica Andres Bello,2019,801-1000,,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,Venezuela,Guayana City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,Private,Low,28.0,204,L,714
Universidad de Castilla-La Mancha,2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,Spain,Ciudad Real,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-castilla-la-mancha_1521_small.jpg,Public,High,13.0,"1,005",L,"1,798"
Universidad de la República (Udelar),2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,Public,High,12.0,2.166,XL,6.407
Universidad de La Sabana,2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-la-sabana,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,Private,Medium,12.0,290,L,1.012
Universidad de Los Andes - (ULA) Mérida,2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,Venezuela,Merida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,Public,Medium,12.0,468,L,2.085
Universidad de Monterrey (UDEM),2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,Mexico,San Pedro Garza García,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-monterrey-udem_1724_small.jpg,Private,High,15.0,136,M,613
University of Murcia,2019,801-1000,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,Public,High,11.0,1.720,L,2.466
Universidad de Oviedo,2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-oviedo,Spain,Oviedo,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-oviedo_592560cf2aeae70239af5070_small.jpg,Public,Very High,28.0,,L,754
Universidad de Puerto Rico,2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-puerto-rico,Puerto Rico,San Juan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,Public,High,18.0,448,XL,"2,688"
Universidad de Talca,2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-talca,Chile,Talca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg,Public,Very High,18.0,80,M,613
Universidad de Valparaíso (UV),2019,801-1000,,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg,Public,Medium,16.0,158,L,"1,014"
Universidad del Norte ,2019,801-1000,,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,Private,Medium,15.0,80,L,846
Universidad del Rosario,2019,801-1000,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13.0,119,M,857
Universidad del Valle,2019,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18.0,5,XL,1.825
Universidad Diego Portales (UDP),2019,801-1000,,https://www.topuniversities.com/universities/universidad-diego-portales-udp,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_small.jpg,Private,Medium,16.0,483,L,1.097
Universidad EAFIT,2019,801-1000,,https://www.topuniversities.com/universities/universidad-eafit,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg,Private,Medium,24.0,421,L,595
Universidad Industrial de Santander - UIS,2019,801-1000,,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,Colombia,Bucaramanga,Latin America,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg,Public,Medium,21.0,130,L,922
" ULACIT - Universidad Latinoamericana de Ciencia y Tecnología, Costa Rica",2019,801-1000,,https://www.topuniversities.com/universities/ulacit-universidad-latinoamericana-de-ciencia-y-tecnologia-costa-rica,Costa Rica,San José,Latin America,https://www.topuniversities.com/sites/default/files/-ulacit-universidad-latinoamericana-de-ciencia-y-tecnologa-costa-rica_592560cf2aeae70239af4dbb_small.jpg,Private,Low,14.0,,S,218
Universidad Metropolitana,2019,801-1000,,https://www.topuniversities.com/universities/universidad-metropolitana,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_small.jpg,Private,Low,20.0,41,M,275
Universidad Nacional de Córdoba - UNC,2019,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,Public,Very High,18.0,1.846,XL,6.442
Universidad Nacional de Cuyo,2019,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,Argentina,Mendoza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg,Public,Medium,12.0,"3,781",XL,"3,064"
